"SBI_Code","SBI_Omschrijving","SBI_Code_6","SBI_Hoofd_Letter","SBI_Hoofd_Omschrijving"
"1","Landbouw, jacht en dienstverlening voor de landbouw en jacht ",10000,"A","Landbouw, bosbouw en visserij"
"11","Teelt van eenjarige gewassen",11000,"A","Landbouw, bosbouw en visserij"
"111","Teelt van granen, peulvruchten en oliehoudende zaden",11100,"A","Landbouw, bosbouw en visserij"
"113","Teelt van groenten en wortel- en knolgewassen",11300,"A","Landbouw, bosbouw en visserij"
"116","Teelt van vezelgewassen",11600,"A","Landbouw, bosbouw en visserij"
"119","Teelt van overige eenjarige gewassen",11900,"A","Landbouw, bosbouw en visserij"
"12","Teelt van meerjarige gewassen",12000,"A","Landbouw, bosbouw en visserij"
"121","Druiventeelt",12100,"A","Landbouw, bosbouw en visserij"
"124","Teelt van hardfruit en steenvruchten",12400,"A","Landbouw, bosbouw en visserij"
"125","Teelt van overige boomvruchten, kleinfruit en noten",12500,"A","Landbouw, bosbouw en visserij"
"127","Teelt van gewassen bestemd voor de vervaardiging van dranken",12700,"A","Landbouw, bosbouw en visserij"
"128","Teelt van specerijgewassen en van aromatische en medicinale gewassen",12800,"A","Landbouw, bosbouw en visserij"
"129","Teelt van overige  meerjarige gewassen",12900,"A","Landbouw, bosbouw en visserij"
"13","Teelt van sierplanten",13000,"A","Landbouw, bosbouw en visserij"
"130","Teelt van sierplanten",13000,"A","Landbouw, bosbouw en visserij"
"14","Fokken en houden van dieren",14000,"A","Landbouw, bosbouw en visserij"
"141","Fokken en houden van melkvee",14100,"A","Landbouw, bosbouw en visserij"
"142","Fokken en houden van runderen (geen melkvee)",14200,"A","Landbouw, bosbouw en visserij"
"143","Fokken en houden van paarden en ezels",14300,"A","Landbouw, bosbouw en visserij"
"145","Fokken en houden van schapen en geiten",14500,"A","Landbouw, bosbouw en visserij"
"146","Fokken en houden van varkens",14600,"A","Landbouw, bosbouw en visserij"
"147","Fokken en houden van pluimvee",14700,"A","Landbouw, bosbouw en visserij"
"149","Fokken en houden van overige dieren",14900,"A","Landbouw, bosbouw en visserij"
"15","Akker- en/of tuinbouw in combinatie met het fokken en houden van dieren ",15000,"A","Landbouw, bosbouw en visserij"
"150","Akker- en/of tuinbouw in combinatie met het fokken en houden van dieren ",15000,"A","Landbouw, bosbouw en visserij"
"16","Dienstverlening voor de landbouw; behandeling van gewassen en zaden na de oogst",16000,"A","Landbouw, bosbouw en visserij"
"161","Dienstverlening voor de akker- en/of tuinbouw ",16100,"A","Landbouw, bosbouw en visserij"
"162","Dienstverlening voor het fokken en houden van dieren ",16200,"A","Landbouw, bosbouw en visserij"
"163","Behandeling van  gewassen na de oogst",16300,"A","Landbouw, bosbouw en visserij"
"164","Behandeling van zaden voor vermeerdering",16400,"A","Landbouw, bosbouw en visserij"
"17","Jacht",17000,"A","Landbouw, bosbouw en visserij"
"170","Jacht",17000,"A","Landbouw, bosbouw en visserij"
"2","Bosbouw, exploitatie van bossen en dienstverlening voor de bosbouw",20000,"A","Landbouw, bosbouw en visserij"
"21","Bosbouw",21000,"A","Landbouw, bosbouw en visserij"
"210","Bosbouw",21000,"A","Landbouw, bosbouw en visserij"
"22","Exploitatie van bossen",22000,"A","Landbouw, bosbouw en visserij"
"220","Exploitatie van bossen",22000,"A","Landbouw, bosbouw en visserij"
"24","Dienstverlening voor de bosbouw",24000,"A","Landbouw, bosbouw en visserij"
"240","Dienstverlening voor de bosbouw",24000,"A","Landbouw, bosbouw en visserij"
"3","Visserij en kweken van vis en schaaldieren ",30000,"A","Landbouw, bosbouw en visserij"
"31","Visserij",31000,"A","Landbouw, bosbouw en visserij"
"311","Zee- en kustvisserij",31100,"A","Landbouw, bosbouw en visserij"
"312","Binnenvisserij",31200,"A","Landbouw, bosbouw en visserij"
"32","Kweken van vis en schaaldieren ",32000,"A","Landbouw, bosbouw en visserij"
"321","Kweken van zeevis en -schaaldieren",32100,"A","Landbouw, bosbouw en visserij"
"322","Kweken van zoetwatervis en -schaaldieren",32200,"A","Landbouw, bosbouw en visserij"
"6","Winning van aardolie en aardgas",60000,"B","Winning van delfstoffen "
"61","Winning van aardolie",61000,"B","Winning van delfstoffen "
"610","Winning van aardolie",61000,"B","Winning van delfstoffen "
"62","Winning van aardgas",62000,"B","Winning van delfstoffen "
"620","Winning van aardgas",62000,"B","Winning van delfstoffen "
"8","Winning van delfstoffen (geen olie en gas)",80000,"B","Winning van delfstoffen "
"81","Winning van zand, grind en klei",81000,"B","Winning van delfstoffen "
"812","Winning van zand, grind en klei",81200,"B","Winning van delfstoffen "
"89","Winning van overige delfstoffen",89000,"B","Winning van delfstoffen "
"892","Winning van turf ",89200,"B","Winning van delfstoffen "
"893","Winning van zout",89300,"B","Winning van delfstoffen "
"899","Winning van overige delfstoffen (rest)",89900,"B","Winning van delfstoffen "
"9","Dienstverlening voor de winning van delfstoffen ",90000,"B","Winning van delfstoffen "
"91","Dienstverlening voor de winning van aardolie en aardgas",91000,"B","Winning van delfstoffen "
"910","Dienstverlening voor de winning van aardolie en aardgas",91000,"B","Winning van delfstoffen "
"99","Dienstverlening voor de winning van delfstoffen (geen olie en gas)",99000,"B","Winning van delfstoffen "
"990","Dienstverlening voor de winning van delfstoffen (geen olie en gas)",99000,"B","Winning van delfstoffen "
"10","Vervaardiging van voedingsmiddelen",1e+05,"C","Industrie"
"101","Slachterijen en vleesverwerking",101000,"C","Industrie"
"1011","Slachterijen (geen pluimvee-)",101100,"C","Industrie"
"1012","Pluimveeslachterijen",101200,"C","Industrie"
"1013","Vleesverwerking (niet tot maaltijden)",101300,"C","Industrie"
"102","Visverwerking",102000,"C","Industrie"
"1020","Visverwerking",102000,"C","Industrie"
"103","Verwerking van aardappels, groente en fruit",103000,"C","Industrie"
"1031","Vervaardiging van aardappelproducten",103100,"C","Industrie"
"1032","Vervaardiging van fruit- en groentesap",103200,"C","Industrie"
"1039","Verwerking van groente en fruit (niet tot sap en maaltijden)",103900,"C","Industrie"
"104","Vervaardiging van plantaardige en dierlijke oliën en vetten ",104000,"C","Industrie"
"1041","Vervaardiging van plantaardige en dierlijke oliën en vetten (geen margarine en andere spijsvetten)",104100,"C","Industrie"
"1042","Vervaardiging van margarine en overige spijsvetten",104200,"C","Industrie"
"105","Vervaardiging van zuivelproducten",105000,"C","Industrie"
"1051","Vervaardiging van zuivelproducten (geen consumptie-ijs)",105100,"C","Industrie"
"1052","Vervaardiging van consumptie-ijs",105200,"C","Industrie"
"106","Vervaardiging van meel",106000,"C","Industrie"
"1061","Vervaardiging van meel (geen zetmeel)",106100,"C","Industrie"
"1062","Vervaardiging van zetmeel en zetmeelproducten",106200,"C","Industrie"
"107","Vervaardiging van brood, banketbakkerswerk en deegwaren",107000,"C","Industrie"
"1071","Vervaardiging van brood en vers banketbakkerswerk",107100,"C","Industrie"
"1072","Vervaardiging van beschuit en koekjes en ander houdbaar banketbakkerswerk",107200,"C","Industrie"
"1073","Vervaardiging van deegwaren",107300,"C","Industrie"
"108","Vervaardiging van overige voedingsmiddelen",108000,"C","Industrie"
"1081","Vervaardiging van suiker",108100,"C","Industrie"
"1082","Verwerking van cacao en vervaardiging van chocolade en suikerwerk",108200,"C","Industrie"
"10821","Verwerking van cacao",108210,"C","Industrie"
"10822","Vervaardiging van chocolade en suikerwerk",108220,"C","Industrie"
"1083","Verwerking van koffie en thee",108300,"C","Industrie"
"1084","Vervaardiging van specerijen, sauzen en kruiderijen; zoutraffinage",108400,"C","Industrie"
"1085","Vervaardiging van kant-en-klaarmaaltijden en snacks",108500,"C","Industrie"
"1086","Vervaardiging van gehomogeniseerde voedingspreparaten en dieetvoeding",108600,"C","Industrie"
"1089","Vervaardiging van overige voedingsmiddelen (rest)",108900,"C","Industrie"
"109","Vervaardiging van diervoeders",109000,"C","Industrie"
"1091","Vervaardiging van veevoeders",109100,"C","Industrie"
"1092","Vervaardiging van voeders voor huisdieren",109200,"C","Industrie"
"11","Vervaardiging van dranken",110000,"C","Industrie"
"110","Vervaardiging van dranken",110000,"C","Industrie"
"1101","Vervaardiging van sterk alcoholische dranken door distilleren, rectificeren en mengen",110100,"C","Industrie"
"1102","Vervaardiging van wijn uit druiven",110200,"C","Industrie"
"1103","Vervaardiging van cider en van overige vruchtenwijnen",110300,"C","Industrie"
"1104","Vervaardiging van overige niet-gedistilleerde gegiste dranken",110400,"C","Industrie"
"1105","Vervaardiging van bier",110500,"C","Industrie"
"1106","Mouterijen",110600,"C","Industrie"
"1107","Vervaardiging van frisdranken; productie van mineraalwater en overig gebotteld water",110700,"C","Industrie"
"12","Vervaardiging van tabaksproducten",120000,"C","Industrie"
"120","Vervaardiging van tabaksproducten",120000,"C","Industrie"
"1200","Vervaardiging van tabaksproducten",120000,"C","Industrie"
"13","Vervaardiging van textiel",130000,"C","Industrie"
"131","Bewerken en spinnen van textielvezels",131000,"C","Industrie"
"1310","Bewerken en spinnen van textielvezels",131000,"C","Industrie"
"132","Weven van textiel",132000,"C","Industrie"
"1320","Weven van textiel",132000,"C","Industrie"
"133","Textielveredeling",133000,"C","Industrie"
"1330","Textielveredeling",133000,"C","Industrie"
"139","Vervaardiging van overige  textielproducten",139000,"C","Industrie"
"1391","Vervaardiging van gebreide en gehaakte stoffen",139100,"C","Industrie"
"1392","Vervaardiging van geconfectioneerde artikelen van textiel (geen kleding)",139200,"C","Industrie"
"1393","Vervaardiging van vloerkleden en tapijt",139300,"C","Industrie"
"1394","Vervaardiging van koord, bindgaren, touw en netten",139400,"C","Industrie"
"1395","Vervaardiging van gebonden textielvlies en artikelen daarvan (geen kleding)",139500,"C","Industrie"
"1396","Vervaardiging van technisch en industrieel textiel",139600,"C","Industrie"
"1399","Vervaardiging van overige  textielproducten (rest)",139900,"C","Industrie"
"14","Vervaardiging van kleding",140000,"C","Industrie"
"141","Vervaardiging van kleding (geen bontkleding)",141000,"C","Industrie"
"1411","Vervaardiging van kleding van leer",141100,"C","Industrie"
"1412","Vervaardiging van werkkleding",141200,"C","Industrie"
"1413","Vervaardiging van overige  bovenkleding",141300,"C","Industrie"
"1414","Vervaardiging van onderkleding",141400,"C","Industrie"
"1419","Vervaardiging van baby- en sportkleding en kledingaccessoires",141900,"C","Industrie"
"142","Vervaardiging van artikelen van bont",142000,"C","Industrie"
"1420","Vervaardiging van artikelen van bont",142000,"C","Industrie"
"143","Vervaardiging van gebreide en gehaakte kleding",143000,"C","Industrie"
"1431","Vervaardiging van gebreide en gehaakte kousen en sokken",143100,"C","Industrie"
"1439","Vervaardiging van gebreide en gehaakte kleding (geen kousen en sokken)",143900,"C","Industrie"
"15","Vervaardiging van leer, lederwaren en schoenen",150000,"C","Industrie"
"151","Looien en bewerken van leer; vervaardiging van koffers, tassen, zadel- en tuigmakerswerk; bereiden en verven van bont",151000,"C","Industrie"
"1511","Looien en bewerken van leer; bereiden en verven van bont",151100,"C","Industrie"
"1512","Vervaardiging van koffers, tassen e.d. en van zadel- en tuigmakerswerk",151200,"C","Industrie"
"152","Vervaardiging van schoenen",152000,"C","Industrie"
"1520","Vervaardiging van schoenen",152000,"C","Industrie"
"16","Primaire houtbewerking en vervaardiging van artikelen van hout, kurk, riet en vlechtwerk ( geen meubels) ",160000,"C","Industrie"
"161","Primaire houtbewerking en verduurzamen van hout",161000,"C","Industrie"
"1610","Primaire houtbewerking en verduurzamen van hout",161000,"C","Industrie"
"16101","Zagen en schaven en overige primaire houtbewerking",161010,"C","Industrie"
"16102","Verduurzamen van hout",161020,"C","Industrie"
"162","Vervaardiging van artikelen van hout, kurk, riet en vlechtwerk (geen meubels)",162000,"C","Industrie"
"1621","Vervaardiging van fineer en plaatmateriaal op basis van hout",162100,"C","Industrie"
"1622","Vervaardiging van panelen voor parketvloeren",162200,"C","Industrie"
"1623","Vervaardiging van overig  timmerwerk voor de bouw ",162300,"C","Industrie"
"16231","Vervaardiging van deuren, ramen en kozijnen van hout",162310,"C","Industrie"
"16239","Vervaardiging van overig timmerwerk voor de bouw (geen deuren, ramen en kozijnen)",162390,"C","Industrie"
"1624","Vervaardiging van houten emballage",162400,"C","Industrie"
"1629","Vervaardiging van overige artikelen van hout en van artikelen van kurk, riet en vlechtwerk (geen meubels)",162900,"C","Industrie"
"17","Vervaardiging van papier, karton en papier- en kartonwaren ",170000,"C","Industrie"
"171","Vervaardiging van papierpulp, papier en karton",171000,"C","Industrie"
"1711","Vervaardiging van papierpulp",171100,"C","Industrie"
"1712","Vervaardiging van papier en karton",171200,"C","Industrie"
"17121","Vervaardiging van grafisch papier en karton",171210,"C","Industrie"
"17122","Vervaardiging van papier en karton voor verpakking",171220,"C","Industrie"
"17129","Vervaardiging van papier en karton (geen grafisch en niet voor verpakking)",171290,"C","Industrie"
"172","Vervaardiging van papier- en kartonwaren",172000,"C","Industrie"
"1721","Vervaardiging van verpakkingsmiddelen van papier en karton; vervaardiging van golfpapier en -karton",172100,"C","Industrie"
"17211","Vervaardiging van verpakkingsmiddelen van papier en karton",172110,"C","Industrie"
"17212","Vervaardiging van golfpapier en -karton",172120,"C","Industrie"
"1722","Vervaardiging van huishoudelijke en sanitaire papierwaren",172200,"C","Industrie"
"1723","Vervaardiging van kantoorbenodigdheden van papier",172300,"C","Industrie"
"1724","Vervaardiging van behangselpapier",172400,"C","Industrie"
"1729","Vervaardiging van overige papier- en kartonwaren ",172900,"C","Industrie"
"18","Drukkerijen, reproductie van opgenomen media",180000,"C","Industrie"
"181","Drukkerijen en dienstverlening voor drukkerijen",181000,"C","Industrie"
"1811","Drukkerijen van dagbladen",181100,"C","Industrie"
"1812","Overige drukkerijen",181200,"C","Industrie"
"18121","Drukkerijen van boeken e.d.",181210,"C","Industrie"
"18122","Drukkerijen van tijdschriften ",181220,"C","Industrie"
"18123","Drukkerijen van reclame",181230,"C","Industrie"
"18124","Drukkerijen van verpakkingen",181240,"C","Industrie"
"18125","Drukkerijen van formulieren",181250,"C","Industrie"
"18129","Overige drukkerijen (rest) ",181290,"C","Industrie"
"1813","Prepress- en premedia-activiteiten",181300,"C","Industrie"
"1814","Grafische afwerking en overige activiteiten verwant aan de drukkerij ",181400,"C","Industrie"
"182","Reproductie van opgenomen media",182000,"C","Industrie"
"1820","Reproductie van opgenomen media",182000,"C","Industrie"
"19","Vervaardiging van cokesovenproducten en aardolieverwerking",190000,"C","Industrie"
"191","Vervaardiging van cokesovenproducten",191000,"C","Industrie"
"1910","Vervaardiging van cokesovenproducten",191000,"C","Industrie"
"192","Aardolieverwerking",192000,"C","Industrie"
"1920","Aardolieverwerking",192000,"C","Industrie"
"19201","Aardolieraffinage",192010,"C","Industrie"
"19202","Aardolieverwerking (geen -raffinage)",192020,"C","Industrie"
"20","Vervaardiging van chemische producten",2e+05,"C","Industrie"
"201","Vervaardiging van chemische basisproducten, kunstmeststoffen en stikstofverbindingen en van kunststof en synthetische rubber in primaire vorm",201000,"C","Industrie"
"2011","Vervaardiging van industriële gassen",201100,"C","Industrie"
"2012","Vervaardiging van kleur- en verfstoffen",201200,"C","Industrie"
"2013","Vervaardiging van overige anorganische basischemicaliën ",201300,"C","Industrie"
"2014","Vervaardiging van overige organische basischemicaliën ",201400,"C","Industrie"
"20141","Vervaardiging van petrochemische producten",201410,"C","Industrie"
"20149","Vervaardiging van overige organische basischemicaliën (geen petrochemische producten)",201490,"C","Industrie"
"2015","Vervaardiging van kunstmeststoffen en stikstofverbindingen",201500,"C","Industrie"
"2016","Vervaardiging van kunststof in primaire vorm",201600,"C","Industrie"
"2017","Vervaardiging van synthetische rubber in primaire vorm",201700,"C","Industrie"
"202","Vervaardiging van verdelgingsmiddelen en overige landbouwchemicaliën",202000,"C","Industrie"
"2020","Vervaardiging van verdelgingsmiddelen en overige landbouwchemicaliën",202000,"C","Industrie"
"203","Vervaardiging van verf, vernis e.d., drukinkt en mastiek",203000,"C","Industrie"
"2030","Vervaardiging van verf, vernis e.d., drukinkt en mastiek",203000,"C","Industrie"
"204","Vervaardiging van zeep, wasmiddelen, poets- en reinigingsmiddelen, parfums en cosmetica",204000,"C","Industrie"
"2041","Vervaardiging van zeep, wasmiddelen, poets- en reinigingsmiddelen",204100,"C","Industrie"
"2042","Vervaardiging van parfums en cosmetica",204200,"C","Industrie"
"205","Vervaardiging van  overige chemische producten",205000,"C","Industrie"
"2051","Vervaardiging van kruit en springstoffen en van lucifers",205100,"C","Industrie"
"2052","Vervaardiging van lijm en bereide kleefmiddelen",205200,"C","Industrie"
"2053","Vervaardiging van etherische oliën",205300,"C","Industrie"
"2059","Vervaardiging van  overige chemische producten (rest)",205900,"C","Industrie"
"206","Vervaardiging van synthetische en kunstmatige vezels",206000,"C","Industrie"
"2060","Vervaardiging van synthetische en kunstmatige vezels",206000,"C","Industrie"
"21","Vervaardiging van farmaceutische grondstoffen en producten",210000,"C","Industrie"
"211","Vervaardiging van farmaceutische grondstoffen",211000,"C","Industrie"
"2110","Vervaardiging van farmaceutische grondstoffen",211000,"C","Industrie"
"212","Vervaardiging van farmaceutische producten (geen grondstoffen)",212000,"C","Industrie"
"2120","Vervaardiging van farmaceutische producten (geen grondstoffen)",212000,"C","Industrie"
"22","Vervaardiging van producten van rubber en kunststof",220000,"C","Industrie"
"221","Vervaardiging van producten van rubber",221000,"C","Industrie"
"2211","Vervaardiging van rubberbanden en loopvlakvernieuwing",221100,"C","Industrie"
"2219","Vervaardiging van producten van rubber (geen banden)",221900,"C","Industrie"
"222","Vervaardiging van producten van kunststof",222000,"C","Industrie"
"2221","Vervaardiging van platen, folie, buizen en profielen van kunststof",222100,"C","Industrie"
"2222","Vervaardiging van verpakkingsmiddelen van kunststof",222200,"C","Industrie"
"2223","Vervaardiging van kunststofproducten voor de bouw",222300,"C","Industrie"
"2229","Vervaardiging van overige producten van kunststof",222900,"C","Industrie"
"23","Vervaardiging van overige niet-metaalhoudende minerale producten",230000,"C","Industrie"
"231","Vervaardiging van glas en glaswerk",231000,"C","Industrie"
"2311","Vervaardiging van vlakglas",231100,"C","Industrie"
"2312","Vormen en bewerken van vlakglas",231200,"C","Industrie"
"2313","Vervaardiging van holglas",231300,"C","Industrie"
"2314","Vervaardiging van glasvezels",231400,"C","Industrie"
"2319","Vervaardiging en bewerking van overig  glas,  inclusief technisch glaswerk",231900,"C","Industrie"
"232","Vervaardiging van vuurvaste keramische producten",232000,"C","Industrie"
"2320","Vervaardiging van vuurvaste keramische  producten",232000,"C","Industrie"
"233","Vervaardiging van keramische producten voor de bouw ",233000,"C","Industrie"
"2331","Vervaardiging van keramische tegels en plavuizen",233100,"C","Industrie"
"2332","Vervaardiging van  keramische producten voor de bouw (geen tegels en plavuizen)",233200,"C","Industrie"
"234","Vervaardiging van overige keramische producten",234000,"C","Industrie"
"2341","Vervaardiging van huishoudelijk en sieraardewerk",234100,"C","Industrie"
"2342","Vervaardiging van sanitair aardewerk",234200,"C","Industrie"
"2343","Vervaardiging van isolatoren en isolatiemateriaal van keramische stoffen",234300,"C","Industrie"
"2344","Vervaardiging van overig technisch aardewerk",234400,"C","Industrie"
"2349","Vervaardiging van overige keramische producten (rest)",234900,"C","Industrie"
"235","Vervaardiging van cement, kalk en gips",235000,"C","Industrie"
"2351","Vervaardiging van cement",235100,"C","Industrie"
"2352","Vervaardiging van kalk en gips",235200,"C","Industrie"
"236","Vervaardiging van producten van beton, gips en cement",236000,"C","Industrie"
"2361","Vervaardiging van producten voor de bouw van beton, kalkzandsteen en van cellenbeton",236100,"C","Industrie"
"23611","Vervaardiging van producten voor de bouw van beton",236110,"C","Industrie"
"23612","Vervaardiging van producten voor de bouw van kalkzandsteen en cellenbeton",236120,"C","Industrie"
"2362","Vervaardiging van producten voor de bouw van gips",236200,"C","Industrie"
"2363","Vervaardiging van stortklare beton",236300,"C","Industrie"
"2364","Vervaardiging van mortel in droge vorm",236400,"C","Industrie"
"2365","Vervaardiging van producten van vezelcement",236500,"C","Industrie"
"2369","Vervaardiging van overige producten van beton, gips en cement",236900,"C","Industrie"
"237","Natuursteenbewerking",237000,"C","Industrie"
"2370","Natuursteenbewerking",237000,"C","Industrie"
"239","Vervaardiging van overige niet-metaalhoudende minerale producten",239000,"C","Industrie"
"2391","Vervaardiging van schuur-, slijp- en polijstmiddelen",239100,"C","Industrie"
"2399","Vervaardiging van overige niet-metaalhoudende minerale producten (geen schuur-, slijp- en polijstmiddelen)",239900,"C","Industrie"
"24","Vervaardiging van metalen in primaire vorm",240000,"C","Industrie"
"241","Vervaardiging van ijzer en staal en van ferrolegeringen",241000,"C","Industrie"
"2410","Vervaardiging van ijzer en staal en van ferrolegeringen",241000,"C","Industrie"
"242","Vervaardiging van stalen buizen, pijpen, holle profielen en fittings daarvoor",242000,"C","Industrie"
"2420","Vervaardiging van stalen buizen, pijpen, holle profielen en fittings daarvoor",242000,"C","Industrie"
"243","Overige eerste verwerking van staal",243000,"C","Industrie"
"2431","Koudtrekken van staven",243100,"C","Industrie"
"2432","Koudwalsen van bandstaal",243200,"C","Industrie"
"2433","Koudvervormen en koudfelsen",243300,"C","Industrie"
"2434","Koudtrekken van draad",243400,"C","Industrie"
"244","Vervaardiging van edelmetalen en  overige non-ferrometalen",244000,"C","Industrie"
"2441","Vervaardiging van edelmetalen",244100,"C","Industrie"
"2442","Vervaardiging van aluminium",244200,"C","Industrie"
"2443","Vervaardiging van lood, zink en tin",244300,"C","Industrie"
"2444","Vervaardiging van koper",244400,"C","Industrie"
"2445","Vervaardiging van overige non-ferrometalen",244500,"C","Industrie"
"2446","Smelten en raffineren van uranium",244600,"C","Industrie"
"245","Gieten van metalen",245000,"C","Industrie"
"2451","Gieten van ijzer ",245100,"C","Industrie"
"2452","Gieten van staal",245200,"C","Industrie"
"2453","Gieten van lichte metalen",245300,"C","Industrie"
"2454","Gieten van overige  non-ferrometalen",245400,"C","Industrie"
"25","Vervaardiging van producten van metaal (geen machines en apparaten)",250000,"C","Industrie"
"251","Vervaardiging van metalen producten voor de bouw ",251000,"C","Industrie"
"2511","Vervaardiging van metalen constructiewerken en delen daarvan",251100,"C","Industrie"
"2512","Vervaardiging van metalen deuren, vensters en kozijnen",251200,"C","Industrie"
"252","Vervaardiging van reservoirs van metaal en van ketels en radiatoren voor centrale verwarming ",252000,"C","Industrie"
"2521","Vervaardiging van ketels en radiatoren voor centrale verwarming",252100,"C","Industrie"
"2529","Vervaardiging van metalen tanks en reservoirs",252900,"C","Industrie"
"253","Vervaardiging van stoomketels (geen ketels voor centrale verwarming)",253000,"C","Industrie"
"2530","Vervaardiging van stoomketels (geen ketels voor centrale verwarming)",253000,"C","Industrie"
"254","Vervaardiging van wapens en munitie",254000,"C","Industrie"
"2540","Vervaardiging van wapens en munitie",254000,"C","Industrie"
"255","Smeden, persen, stampen en profielwalsen van metaal; poedermetallurgie",255000,"C","Industrie"
"2550","Smeden, persen, stampen en profielwalsen van metaal; poedermetallurgie",255000,"C","Industrie"
"256","Oppervlaktebehandeling en bekleding van metaal; algemene metaalbewerking ",256000,"C","Industrie"
"2561","Oppervlaktebehandeling en bekleding van metaal",256100,"C","Industrie"
"2562","Algemene metaalbewerking",256200,"C","Industrie"
"257","Vervaardiging van scharen, messen en  bestek, hang- en sluitwerk en gereedschap",257000,"C","Industrie"
"2571","Vervaardiging van scharen, messen en bestek",257100,"C","Industrie"
"2572","Vervaardiging van hang- en sluitwerk",257200,"C","Industrie"
"2573","Vervaardiging van gereedschap",257300,"C","Industrie"
"259","Vervaardiging van overige producten van metaal",259000,"C","Industrie"
"2591","Vervaardiging van stalen vaten e.d.",259100,"C","Industrie"
"2592","Vervaardiging van verpakkingsmiddelen van licht metaal",259200,"C","Industrie"
"2593","Vervaardiging van artikelen van draad en van kettingen en veren",259300,"C","Industrie"
"2594","Vervaardiging van bouten, schroeven en moeren",259400,"C","Industrie"
"2599","Vervaardiging van overige producten van metaal (rest)",259900,"C","Industrie"
"26","Vervaardiging van computers en van elektronische en optische apparatuur",260000,"C","Industrie"
"261","Vervaardiging van elektronische componenten en printplaten",261000,"C","Industrie"
"2611","Vervaardiging van elektronische componenten",261100,"C","Industrie"
"2612","Vervaardiging van elektronische printplaten",261200,"C","Industrie"
"262","Vervaardiging van computers en randapparatuur",262000,"C","Industrie"
"2620","Vervaardiging van computers en randapparatuur",262000,"C","Industrie"
"263","Vervaardiging van communicatieapparatuur",263000,"C","Industrie"
"2630","Vervaardiging van communicatieapparatuur",263000,"C","Industrie"
"264","Vervaardiging van consumentenelektronica",264000,"C","Industrie"
"2640","Vervaardiging van consumentenelektronica",264000,"C","Industrie"
"265","Vervaardiging van meet-, regel-, navigatie- en controleapparatuur en van uurwerken",265000,"C","Industrie"
"2651","Vervaardiging van meet-, regel-, navigatie- en controleapparatuur",265100,"C","Industrie"
"2652","Vervaardiging van uurwerken",265200,"C","Industrie"
"266","Vervaardiging van bestralingsapparatuur en van elektromedische en elektrotherapeutische apparatuur",266000,"C","Industrie"
"2660","Vervaardiging van bestralingsapparatuur en van elektromedische en elektrotherapeutische apparatuur",266000,"C","Industrie"
"267","Vervaardiging van optische instrumenten en apparatuur",267000,"C","Industrie"
"2670","Vervaardiging van optische instrumenten en apparatuur",267000,"C","Industrie"
"268","Vervaardiging van informatiedragers",268000,"C","Industrie"
"2680","Vervaardiging van informatiedragers",268000,"C","Industrie"
"27","Vervaardiging van elektrische apparatuur",270000,"C","Industrie"
"271","Vervaardiging van elektromotoren, elektrische generatoren en transformatoren en van schakel- en verdeelinrichtingen",271000,"C","Industrie"
"2711","Vervaardiging van elektromotoren,  elektrische generatoren en transformatoren",271100,"C","Industrie"
"2712","Vervaardiging van schakel- en verdeelinrichtingen",271200,"C","Industrie"
"272","Vervaardiging van batterijen en accumulatoren",272000,"C","Industrie"
"2720","Vervaardiging van batterijen en accumulatoren",272000,"C","Industrie"
"273","Vervaardiging van elektrische en elektronische kabels en van schakelaars, stekkers, stopcontacten e.d.",273000,"C","Industrie"
"2731","Vervaardiging van kabels van optische vezels",273100,"C","Industrie"
"2732","Vervaardiging van overige elektrische en elektronische kabel",273200,"C","Industrie"
"2733","Vervaardiging van schakelaars, stekkers, stopcontacten e.d.",273300,"C","Industrie"
"274","Vervaardiging van elektrische lampen en verlichtingsapparaten ",274000,"C","Industrie"
"2740","Vervaardiging van elektrische lampen en verlichtingsapparaten ",274000,"C","Industrie"
"275","Vervaardiging van huishoudapparaten",275000,"C","Industrie"
"2751","Vervaardiging van elektrische huishoudapparaten",275100,"C","Industrie"
"2752","Vervaardiging van niet-elektrische huishoudapparaten",275200,"C","Industrie"
"279","Vervaardiging van overige elektrische apparatuur",279000,"C","Industrie"
"2790","Vervaardiging van overige elektrische apparatuur",279000,"C","Industrie"
"28","Vervaardiging van overige machines en apparaten",280000,"C","Industrie"
"281","Vervaardiging van motoren, turbines, pompen, compressoren, appendages en drijfwerkelementen",281000,"C","Industrie"
"2811","Vervaardiging van motoren en turbines (niet voor vliegtuigen, motorvoertuigen en bromfietsen)",281100,"C","Industrie"
"2812","Vervaardiging van hydraulische apparatuur",281200,"C","Industrie"
"2813","Vervaardiging van niet-hydraulische pompen en compressoren",281300,"C","Industrie"
"2814","Vervaardiging van appendages",281400,"C","Industrie"
"2815","Vervaardiging van tandwielen, lagers en overige drijfwerkelementen",281500,"C","Industrie"
"282","Vervaardiging van overige machines en apparaten voor algemeen gebruik",282000,"C","Industrie"
"2821","Vervaardiging van industriële ovens en branders",282100,"C","Industrie"
"2822","Vervaardiging van hijs-, hef- en transportwerktuigen",282200,"C","Industrie"
"2823","Vervaardiging van kantoormachines en -apparatuur (geen computers en randapparatuur)",282300,"C","Industrie"
"2824","Vervaardiging van pneumatisch en elektrisch handgereedschap ",282400,"C","Industrie"
"2825","Vervaardiging van machines en apparaten voor industriële  koeltechniek en  klimaatregeling",282500,"C","Industrie"
